,date,username,description,location,following,followers,totaltweets,retweetcount,text,hashtags
3020,2021-07-19 23:15:21,VippusaO,NON-VOTERS ARE UNDEFEATED. THEY'VE WON EVERY ELECTION. Join https://t.co/5csCrsXWsk to change that & help save DEMOCRACY from Tyranny. https://t.co/qkljCYU9pk,USA,4811,3817,315315,0,"READ MY NEW OP-ED: Don't Cry For Cuba
These politicians with their phony outrage about the protestors make me sick. Blame the USA's naval blockade of Cuba ever since Castro took over the country in 1959 for the chaos &amp; shortages https://t.co/GsfAyzuX6l https://t.co/mWUnFOhHKV 18",[]
3021,2021-07-19 23:15:20,SherylMoser,"Wife, Mom of 3, adopted mom to many. former Derby girl, Realtor, Proud American that stands up to what’s right 🇺🇸. Republican since 1987.","ÜT: 35.514895,-97.540958",1876,1035,16989,288,"🆘 For those who want to impose socialism in #America🇺🇸, just look at what’s happening in #Cuba🇨🇺! 

Thank you @TGowdySC for covering the plight of those fighting against socialist tyranny. #SOSCuba https://t.co/0r60WFP5FU","['America', 'Cuba']"
3022,2021-07-19 23:15:19,wil_zimmer,"Attorney, American Common Law, French-Roman Law.", United States of America,53,5,418,2,"@marcorubio @POTUS Mr. Rubio: The governments of Cuba, Venezuela and Nicaragua love 'negotiation dialogues' because it buys them time to rebuild strength, repress the people and remain in power.",[]
3023,2021-07-19 23:15:17,JAGMAGA777,MILITARY Made In The USA NRA 2A and our God all Mighty :) MAGA,Kentucky,9109,9212,18518,14,"While Biden does little, Florida boat owners are running supplies to Cubans fighting for freedom https://t.co/Qyt3oPvcVG",[]
3024,2021-07-19 23:15:15,Texaspatriot99,#Believer #MAGAA #AMC,,177,33,998,41,"New Cuba: Che Guevara &amp; Casto in the trash bins. After years of communist oppression the people of CUBA said enough is enough. 

Good luck to the people of #Cuba https://t.co/FrJjhupelb",[]
3025,2021-07-19 23:15:12,Jajngn,Baby Boomer,"Oregon, USA",1028,910,109828,6,"Protesters knew they would meet brutality. They went out anyway, demanding liberty, writes @MaryAnastasiaOG https://t.co/0oBVUIF5Gu",[]
3026,2021-07-19 23:15:12,MarcieHarvey21,"Wife & MIL of a LEO. Mom,entrepreneur and Trump supporter.","Chicago, IL",1500,707,20701,432,"So Senile Joe released a 9/11 Terrorist from Guantanamo Bay Cuba 
But is still holding political prisoners who took selfies at the Capital without bail in DC 
Banana Republic",[]
3027,2021-07-19 23:15:11,Juan77227278,"Honestidad y luchar por las injusticias sociales.
Anticomunista.",,148,3,1221,0,"@AlainGarciaRG We demand humanitarian and military intervention for Cuba. The Cuban people are being massacred by the Cuban Communist Dictatorship.
S.O.S Cuba https://t.co/ATcIcqN3f9",[]
3028,2021-07-19 23:15:11,ItaliaGucci,,,78,8,5054,0,"Cuba; Gun's Communist MILLATRY
 Cuba has SS- Like Germany Nazis notice Gun's taken away from People can't defend themselves. AMERICA 2nd Amendment That's America!!!",[]
3029,2021-07-19 23:15:11,4Himnotme,"God, Family, Country. Patriotic American. Roll Tide!","Florida, USA",1477,1054,13959,5749,I stand with the people of Cuba. They deserve freedom.,[]
3030,2021-07-19 23:15:11,yolandahawk9,it ain’t about the years in your life.. it’s the life in the years.  navigating through this thing called life.,,175,79,3705,0,@marcorubio Ooooo like Jan 6 and what your former guy planned. So he could stay in power. Cuba borrowed his play book.,[]
3031,2021-07-19 23:15:10,Roberto35274508,Optimista y emprendedor,,19,21,625,3,"#Cuba ""Almost 400 people have been reported as detained or missing, and many of them are being held incommunicado. Police and intelligence officers have also appeared at the homes of journalists and activists, ordering them to stay there"" Juan Pappier @hrw https://t.co/xQoh2qGLCW https://t.co/dOAYcp2Z4H",['Cuba']
3032,2021-07-19 23:15:10,47_rondo,🇨🇺,,679,223,725,242,Growing up in Miami my whole life I’ve always been aware of the realities my Cuban friends have faced in Cuba and I simply cannot fathom how there are people out there that sit on the internet and argue with those who have lived this nightmare and try to tell them it’s not true.,[]
3033,2021-07-19 23:15:10,rayzpitbulls,,AZ,143,108,28658,0,"Colombia, Cuba, and the defiant hypocrisy of Marco Rubio https://t.co/XJBaY0LO4R",[]
3034,2021-07-19 23:15:10,2011laly,,,149,61,27438,397,"457 Cubans have “disappeared” or been jailed in Cuba. Here is a list of their names. 

Please stand in solidarity with those seeking freedom and demand the Cuban regime liberates these peaceful protestors.

#SOSCuba 🇨🇺 https://t.co/QTPZQrkHdd",[]
3035,2021-07-19 23:15:09,JakeAndTheMztks,"""Got nothing to lose, but rivets and chains.  Got nothing but the whole wide world to gain.""",Canada ,102,40,1642,475,"As Miami's mayor called for US airstrikes on Cuba, Fox showed pro-govt Cubans &amp; tried to pass them off as anti-govt protesters.

As a US Senator denounced the ""communist dictatorship,"" Fox censored a sign that read ""the streets belong to revolutionaries.""

You can't make this up. https://t.co/nz0wLMkxdf",[]
3036,2021-07-19 23:15:08,4Raytwins,,"Miami, FL",353,42,1090,657,"SHAME on you, President Biden, for turning away actual refugees from Cuba. We're welcoming illegal immigrants from all over the world through our southern border, but the ones who are actually fleeing oppression, you send back. Why? https://t.co/lgNEzqtxwj",[]
3037,2021-07-19 23:15:08,BLGteen,,,430,204,30816,21,Ted Cruz Says AOC Should Board a Raft and Sail to the Beautiful ‘Socialist Paradise’ of Cuba https://t.co/K8x9r0gEir via @LifeZette,[]
3038,2021-07-19 23:15:06,EuroKircovich,"I've got 5 posts a week, take it or leave it

im fag",she/they,197,76,1560,86,"""But In Cuba there is violent police repression against protesters!""

Puerto Rico in 2018 and every year before and after 2018 looks like this whenever we protest, but do y’all say something? Hell no. Because we are a US COLONY and police brutality is part of the packaged deal. https://t.co/tjzfNAWaDk",[]
3039,2021-07-19 23:15:06,nyclucid,FNDTN #bxb 🍾 the clearest vzn.,"New York, NY",939,944,49939,103,"The U.S. imprisons more citizens per capita than Cuba, Russia, and China. We claim to be the land of the free. As a nation we need to focus on decarceration and decriminalization - the last thing we need is another costly forever war. No to a US invasion of Cuba! #SOSCuba #SOSUSA",[]
3040,2021-07-19 23:15:05,thetlbproject,"The Liberty Beacon (TLB)
LIBERTY - Ability of individuals to have agency (Control over own actions). BEACON - Used to help guide those in search of destination.",United States,1714,2769,16943,2,"Cuba Protester Slams Bernie, AOC: ‘You Don’t See Americans Going to Cuba on a Raft!’ ~~ Article here: https://t.co/XwujeonT7u https://t.co/FSZQpVeXBE",[]
3041,2021-07-19 23:15:04,Berserker13,Fatigué de la haine sur qui nous sommes...  Manque de respect = Ban.,,3464,493,55432,2516,I worry about Cuba. What I worry more about is the USA becoming Cuba,[]
3042,2021-07-19 23:15:04,cdn_view,Remember conversations without looking over our shoulder? The government’s rhetoric changed all that ..,,163,114,12814,17,"The Canadian Press echoed Communist Cuba’s talking points in an article publicizing a small pro-communist protest in Montreal.

The article was republished by CTV News, Montreal Gazette and other legacy media outlets. #cdnpoli 

https://t.co/CUmGPMZrEo",[]
3043,2021-07-19 23:15:03,LoveWorld_Peopl,Breaking News & Latest Headlines from around the World. Global News and Global Opinions,,1372,381,2972,1,"#INFO: Studies of affected diplomats in Cuba, published in the journal JAMA in 2018, found evidence that diplomats experienced some form of brain injury, but did not determine the cause of injuries. JAMA study considered microwave weapons to be ""a main suspect"" of the phenomenon",['INFO']
3044,2021-07-19 23:15:03,regla92376810,Cuba ask for freedom,,1,0,26,0,@POTUS Cuba wants FREEDOM 🇨🇺🇨🇺🆘🆘,[]
3045,2021-07-19 23:15:01,commuist,communist and tankie . Stalin saved the world . communism is the path forward . no Cold War on China,,28,18,1652,0,"@PatternistSlave The people choice in Cuba. But in both it is democratic all the way down far more then the American 
 https://t.co/Ymh9RFrTZr",[]
3046,2021-07-19 23:15:01,Jared80429724,Wish this wasn’t how people got News,,170,11,2233,35,"I'm amused when the lefties in the US blame the embargo of Cuba for the problems. Their govt refused vaccines because they wanted to make their own. They heavily tariffed, food, medicine, &amp; hygiene imports from because commies don't believe in free trade. But sure the US did it",[]
3047,2021-07-19 23:15:00,MV_Eng,Research and Analysis Group,,110,2787,7988,0,"#Cuba Although protests were not characterized as massive demonstrations against the government of President Miguel Díaz-Canel, they were amplified and manipulated in social networks to pass them off as ""thousands of Cubans."" 
https://t.co/SP60WGA6Jf",['Cuba']
3048,2021-07-19 23:15:00,Jajngn,Baby Boomer,"Oregon, USA",1028,910,109828,266,"The “negotiate with the regime” group in the Biden Admin aren’t walking into the regimes trap,  they are helping them set it 

They have convinced @potus that a “remittances work group” is the answer for #Cuba

Never mind that it’s the regime which prevents direct remittances",[]
3049,2021-07-19 23:14:59,KingKongSweden,"ทำดีได้ดีทำชั่วได้ชั่ว-
Karma's a bitch -
Identify as vaccinated-
Biker for life -
Give respect to get it -
Swexit -
Kärnkraft-Ja tack",Stockholm Sweden,1057,491,8172,0,"Marco Rubio warns Russia could be on the move in Cuba
lucky for Putin that there is an old confused man in the White house that probably won't do shit for the Cuban people

https://t.co/0m7PJ0JUFP https://t.co/47HrFwn97Y",[]
3050,2021-07-19 23:14:57,47_rondo,🇨🇺,,679,223,725,31,got my mommy out of cuba 🤍🤍🤍 so happy to finally have her here,[]
3051,2021-07-19 23:14:56,trishfusillo,,,785,122,22628,330,"MIC DROP 🔥🔥🔥

https://t.co/3VFgUR284s",[]
3052,2021-07-19 23:14:56,cubacenter,"An independent, non-partisan institution dedicated to promoting human rights and a transition to democracy and the rule of law in Cuba.","Washington, D.C.",1376,2915,12682,2,4 Ways to Help the People of #Cuba Right Now #CubaLibre  https://t.co/RmT4CaHBNt,"['Cuba', 'CubaLibre']"
3053,2021-07-19 23:14:54,ZSLAWTERHOUSE,,"Winchester, VA",751,244,1858,0,"@NickWilliams_98 @DontBanMeBro11 Nick the US embargo has cost Cubans nearly 130 BILLION in lost revenue, it has cost the US 1 billion a year in lost revenue. 130 billion feeds alot people, builds alot of infrastructure. Cuba was doing ok through the embargo because of the USSR after they fell its been downhill.",[]
3054,2021-07-19 23:14:54,Ragnar_cuba,Abajo la Dictadura! #PatriaYVida #CubaEsUnaDictadura #AbajoElComunismo #SOSCuba,Cuba,691,653,24166,5,I am Cuban and I don’t want you to give more money to a dictatorship. We want to be FREE not receiving crumbs #SOSCuba #SOSCubaLibre #11JCuba #CubaLibre #PatriaYVidaSinDictadura https://t.co/aH7GZgcINy,['SOSCuba']
3055,2021-07-19 23:14:53,BruceEppard9,"I'm married & I'm a Patriotic American Independent & I'm a natural born American citizen & if you don't like it, then you can move to another County.",America 🇺🇸 🇺🇸 🇺🇸 🇺🇸,560,145,1561,0,@JaySekulow @RichardGrenell &amp; Trump put sanctions on Cuba when he was in the Whitehouse,[]
3056,2021-07-19 23:14:52,radio_cubana,#RadioCubana Portal Institucional en #Internet - #Streaming de #Emisoras desde #Cuba - @radio_cubana #SonidoParaVer  - https://t.co/gzexbpVELt,#Cuba,2787,19307,36478,1450,"[Thread] US documents suggest that they had a hand in the protests in Cuba 🇨🇺 earlier this week.

My new investigation for @MintPressNews 

https://t.co/ih1VY8508e",[]
3057,2021-07-19 23:14:51,5Vwqf2LRSYd32oL,本赤凍結によりこちらで(´･ω･｀)　ジョジョ第五部アニメは金曜深夜　今世紀最高のヒーローは「ブローノ・ブチャラティ」でキマリだ！,,1414,814,52202,5749,I stand with the people of Cuba. They deserve freedom.,[]
3058,2021-07-19 23:14:51,yoshiefuruhashi,"Yoshie Furuhashi, Founder, Movement Translation Service",,3918,3931,278652,48,"Last week, Twitter hyped Cuba protests and downplayed Haiti assassination. Today, Twitter is hyping China story and downplaying Israeli firms spying. Story selection is most powerful form of bias. https://t.co/OA61IqMJ5h",[]
3059,2021-07-19 23:14:50,SensiblePaine,"If you can't say anything good, don't say anything at all.",,165,77,6853,49,Y'all still care about Cuba? https://t.co/qtgj980Qp6,[]
3060,2021-07-19 23:14:50,CiiaqapLFraser,"#MAS
#Nuuchahnulth",,1430,1962,216620,6,"Erin is perpeutating white supremacist Imperialist lies. What has to ""end"" in Cuba is the USA blockade that has them short of medicine and syringes and food. Obama ended it. Trump re-ignited it and it has been extra brutal during the pandemic. Biden continues this economic war. https://t.co/Fx166oa0X5",[]
3061,2021-07-19 23:14:50,CMcgoobs,"Cool, like a breeze",From the weirdos and dreamers,174,20,8244,103,"The U.S. imprisons more citizens per capita than Cuba, Russia, and China. We claim to be the land of the free. As a nation we need to focus on decarceration and decriminalization - the last thing we need is another costly forever war. No to a US invasion of Cuba! #SOSCuba #SOSUSA",[]
3062,2021-07-19 23:14:50,marcosiri4,"Consultor, especialista e vivência com tecnologia, conservador Ⓜ
Tudo o que o homem semear, isso também ceifará. Gálatas 6.7",brazil,811,310,10653,5749,I stand with the people of Cuba. They deserve freedom.,[]
3063,2021-07-19 23:14:49,rkRL4KlH76eWTli,,,1041,527,26633,5749,I stand with the people of Cuba. They deserve freedom.,[]
3064,2021-07-19 23:14:45,TheDemiMedina,#FreeBritney #SOSCuba,,301,308,79646,549,It’s still FREE CUBA and FUCK THE COMMIES 🗣🇨🇺🇨🇺🇨🇺🇨🇺🇨🇺🇨🇺 #SOSCuba #CubaLibre,"['SOSCuba', 'CubaLibre']"
3065,2021-07-19 23:14:45,randomforecasts,Forecasts? We break them | Made by: @roc0ast3r,my chair,1,111,24298,0,"Santa Clara, Cuba
9°F
Showers in the Vicinity
Humidity: 3%
Wind: 1 mph

National Periodic Test",[]
3066,2021-07-19 23:14:44,benjaminbwells,,,205,3,234,0,"@RepCartwright Among the greatest threats facing the US &amp; Biden administration currently:

China
Election integrity
Inner-city violence and crime 
Jobs 
Our border disaster 
Big tech censorship
Corruption in the FBI &amp; DOJ
Russia 
Cuba
Inflation

What are they doing about it? Nothing.",[]
3067,2021-07-19 23:14:43,BlogPuerto,,,413,68,3516,0,"@RBReich In Cuba are more than 1000 people missing more than 30 died, thousands hurt. The communist regime with violence against the humans rights is massacring their people.",[]
